3.039260372880745820e+01,1.859540242184271483e+04,6.298976377952755712e+01,2.229508763017526007e+01,3.278536510911731483e+01,2.004934059637387691e+04,6.276068834137668517e+01,1.775911607823215732e+01,3.248178745125232325e+01,1.858330474639018939e+04,6.357170942341884512e+01,2.021284480568960973e+01,3.406993279341397596e+01,1.938671698443600690e+04,6.428799085598171814e+01,2.244127254254508586e+01,3.336475773385095067e+01,2.033769439798754320e+04,6.496491744983489980e+01,1.950657353314706555e+01,1.000000000000000000e+00
2.046519811527364752e+01,1.226598575038698436e+04,6.370435356870713406e+01,7.114127762255525056e+01,2.068926568268620514e+01,1.469547711838187570e+04,6.259435610871221911e+01,7.553392430784862199e+01,3.474328760711714636e+01,1.421381305190392231e+04,6.255463804927610028e+01,7.515304292608585968e+01,2.796995749965693534e+01,1.419597627760917385e+04,6.245205486410972640e+01,7.008351536703072782e+01,3.887709110016929515e+01,1.291946205806241232e+04,6.245828803657607153e+01,6.959717551435102223e+01,1.000000000000000000e+00
1.704954932837607373e+01,8.511949783942754948e+03,6.319289052578105270e+01,8.871159512319024998e+01,1.789088391318718152e+01,8.356904605192628878e+03,6.315327914655829034e+01,9.166359410718821721e+01,1.601681717920855164e+01,8.498273004280576060e+03,6.371857759715519620e+01,9.420793751587503095e+01,1.614556660464288740e+01,1.202255363440477777e+04,6.318452120904241553e+01,8.626193548387097110e+01,1.671117717425112303e+01,1.002058142537316053e+04,6.312205740411480548e+01,8.920562357124714481e+01,1.000000000000000000e+00
8.590218976386339023e+00,1.034724640990839362e+04,6.285602235204470389e+01,8.036378460756921527e+01,1.785700813215819949e+01,7.776579611591042521e+03,6.340559817119634545e+01,8.512916179832359376e+01,1.811836138526470563e+01,9.253626299097217270e+03,6.337676403352806886e+01,8.150304292608585399e+01,1.572757510504698431e+01,8.685423977757141984e+03,6.346810007620015170e+01,8.159135890271780056e+01,1.134269094766576558e+01,1.176378360750075080e+04,6.352765557531115093e+01,7.232601981203961827e+01,1.000000000000000000e+00
9.393354682206139117e+00,2.088717248831311736e+04,6.246967487934976049e+01,3.389307848615697338e+01,1.027829670274824458e+01,2.672354730370410471e+04,6.224611633223266693e+01,4.336048260096519869e+01,1.054338398395506360e+01,2.571884243738531222e+04,6.246557023114046103e+01,4.403242824485649010e+01,1.248752623800731421e+01,1.960208018475324570e+04,6.264081280162560006e+01,2.276474726949453853e+01,1.356782474688820450e+01,2.406159406584520184e+04,6.285038100076199896e+01,2.838310134620269309e+01,1.000000000000000000e+00
2.781773657046668902e+01,2.295038191653680042e+04,6.201456438912877900e+01,-2.875132334264668543e+01,2.229282042198923008e+01,1.897909551661303340e+04,6.321814833629667163e+01,-3.342787401574803141e+01,2.619511488770074337e+01,1.977384379102751700e+04,6.185806197612394897e+01,-4.796184658369316622e+01,3.567162386986709066e+01,2.251521538829939527e+04,6.196931927863855805e+01,-4.886687833375666656e+01,2.205265247718882549e+01,1.962412234910267216e+04,6.537683261366522913e+01,-3.147504445008890173e+01,1.000000000000000000e+00
1.700426617990392941e+01,2.388325958763440576e+04,6.308838908407416568e+01,-2.675614063296926659e+01,4.290916372909450160e+00,1.422039645085992925e+04,6.420868462128524357e+01,-4.474981526390652675e+01,1.725329795799874688e+01,1.385618056442559282e+04,6.528770819812039861e+01,-3.572602577393954704e+01,1.025304548178785602e+01,1.272988843719581564e+04,6.395565685572771031e+01,-2.304353987452374852e+01,1.089054576473498415e+01,1.067787346863652965e+04,6.325292822987045582e+01,-6.270070610871222527e+00,1.000000000000000000e+00
3.373194307524897795e+01,1.296901680735137961e+04,6.398659501905003566e+01,-3.317717317983235858e+01,1.349284685624174429e+01,9.061173842479431187e+03,6.445959909626618867e+01,1.255223694386588740e+01,3.609395455058101732e+01,1.449366639044230578e+04,6.381785270815341704e+01,-2.090943270078740213e+01,5.024327498527704705e+01,1.146675153915440023e+04,6.427852863068325462e+01,-5.107928492481585181e+01,1.427098590438925818e+01,7.103667712192513136e+03,6.647980738404876888e+01,-1.818273338582677257e+00,1.000000000000000000e+00
1.599446266972829456e+01,3.874256349316523483e+03,6.731579138836677600e+01,3.383872586537972893e+01,2.973004722273918432e+01,6.740235483117228796e+03,6.645632632766066195e+01,9.733181048006095182e+00,2.392166247220718844e+01,7.808580754169638567e+03,6.464208870662940853e+01,1.808304048971297817e+01,1.982932290454888857e+01,1.068463573329935207e+04,6.542198218008635990e+01,-6.870863925831852015e+00,2.936753324462731385e+01,1.063418691147567006e+04,6.549687482880365508e+01,-3.563951619253238778e+00,1.000000000000000000e+00
2.431738697056748677e+01,9.996613245669446769e+03,6.572323088646177780e+01,-2.912344424688850242e-01,2.318685263717624068e+01,1.116272097361576562e+04,6.666947929895859204e+01,-2.491231902463804992e+00,2.043349265132078685e+01,1.118433486974657899e+04,6.667350012700025275e+01,-1.717861315722631677e+00,1.539360187294568050e+01,1.189822158490994298e+04,6.621740919481838716e+01,-3.400782321564643773e+00,1.649186236723441112e+01,1.217519412096311862e+04,6.481043942087883636e+01,-6.765928371856743340e+00,1.000000000000000000e+00
