3.254053495516675998e+00,1.691028824466500510e+03,6.027149543831812650e+01,1.473889805632685466e+02,3.513283890417675082e+00,2.288142168538737224e+03,6.043946846489487967e+01,1.439431812772709236e+02,3.318147768659955865e+00,1.841668431440650693e+03,6.056704085680285488e+01,1.490001229670765497e+02,4.551586337564930140e+00,2.206725998308630551e+03,6.056046410154700510e+01,1.458883379611265241e+02,2.938394116600248296e+00,2.684489075120326106e+03,6.086531931773105697e+01,1.471889051963506461e+02,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.277000000000000313e+01,1.522400000000000091e+02,6.687100904248816313e+00,5.995453107426219503e+02,6.265157080523601962e+01,1.658722372074573457e+02,4.717915443910501381e+02,3.946348262110749147e+03,5.446335581118603386e+01,1.468185204284014276e+02,3.654779009135636691e+00,1.657938974138536992e+02,6.125650932169774165e+01,1.543973264577548719e+02,3.792152673087517023e+00,6.615579843715329389e+02,6.276943276477588540e+01,1.639511265370884701e+02,1.000000000000000000e+00
6.180597954665930871e+00,1.186798755936014459e+04,5.671593018643395823e+01,8.728428798095993102e+01,1.787135426045179187e+01,1.438026224559378352e+04,5.272381594605315058e+01,7.243848869496231657e+01,1.347347391030771924e+01,1.550875547415482288e+04,5.381702102340341298e+01,7.757144387147957332e+01,2.816050212458899438e+01,1.470302613401987401e+04,5.187769932566441611e+01,7.171554938516462130e+01,2.162837895954033840e+01,1.452489348209139280e+04,5.320953589845299803e+01,5.729024196747322151e+01,1.000000000000000000e+00
3.139457402940251995e+00,1.118346382539656952e+04,5.450068623562078329e+01,8.851500991669972507e+01,7.463895393820822122e+00,1.181592000519403700e+04,5.367188020626735323e+01,8.637341531138437745e+01,1.072304107441167353e+01,1.359879672790139921e+04,5.317985719952400103e+01,9.667451804839349450e+01,1.140920984941879013e+01,1.116404860083443418e+04,5.411579531931773346e+01,1.003328996429988109e+02,1.012800987692278198e+01,1.375793077798918966e+04,5.257264974216580811e+01,9.681147560491868376e+01,1.000000000000000000e+00
3.256432913907941540e+00,4.254650523609610957e+01,6.250213804046013166e+01,1.338089091630305347e+02,2.159027845431969794e+00,5.341058326523681643e+01,6.218947243157477089e+01,1.331515152717175852e+02,3.158900877248329575e+00,3.988654462898797703e+01,6.216404204680682000e+01,1.342391114637048872e+02,2.028898491670365622e+00,5.138636655892171490e+01,6.235205077350257596e+01,1.316627528758429264e+02,2.333576074044271476e+00,4.317699568693974754e+01,6.280202300674335447e+01,1.312903847679492344e+02,1.000000000000000000e+00
1.777572128398328388e+01,1.672661286689096960e+04,6.006963109877032991e+01,2.032086076953589782e+01,1.098924458853445429e+01,1.581428760262153446e+04,6.056278064260214222e+01,2.510300674335580950e+01,2.179122612561425498e+01,1.861519270894488727e+04,6.346958349861166226e+01,3.375725109083696651e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.278000000000000114e+01,1.144500000000000028e+02,2.594693083567293002e+01,1.860165113121446484e+04,6.031285600952003279e+01,4.706077350257834269e+01,1.000000000000000000e+00
9.221292901688489252e+00,1.382948559151054906e+04,5.593247917493058452e+01,7.827804839349464316e+01,1.133979357992623882e+01,1.018642940529480256e+04,5.623237207457358267e+01,8.134755652518842339e+01,6.591224930071729382e+00,1.108001695603713415e+04,5.599698928996429714e+01,7.184146767155890245e+01,7.671516767160611039e+00,1.270329590226651453e+04,5.493449028163427528e+01,6.544875842919476838e+01,1.005893296861697017e+01,1.180033548141099891e+04,5.663875842919476611e+01,7.278706862356207807e+01,1.000000000000000000e+00
4.446998321941781462e+00,2.793503108765386969e+03,6.240853232844109755e+01,1.220691312971043203e+02,9.478576325859998875e+00,2.703244095587167067e+03,6.250591431971439960e+01,1.214357040856802854e+02,4.793798808705799885e+00,2.068878217294441768e+00,7.557318524395081893e-02,8.704964696548988456e+01,4.371548696652206800e+00,2.209555553802419126e+03,6.212963506545021630e+01,1.196359936533121839e+02,5.589294185187148933e+00,2.580685932814890293e+03,6.248899246330821455e+01,1.174637405791352620e+02,1.000000000000000000e+00
3.620611156865432001e+00,5.889233107952696855e+01,6.182624355414517936e+01,1.391637445458151490e+02,3.009371853629040139e+00,6.626260038080755521e+01,6.197704879016263391e+01,1.434217969059896802e+02,2.358066658379804448e+00,7.455262103665191376e+01,6.235756445854819674e+01,1.464052756842522740e+02,3.925362384419901041e+00,6.484075602646616687e+01,6.204022610075367083e+01,1.462101507338357749e+02,3.126803289401947072e+00,6.330346370478461182e+01,6.202287980959936675e+01,1.455996548988496500e+02,1.000000000000000000e+00
3.624729438570824858e+00,4.200675391212033105e+01,5.950726299087663307e+01,1.327481118603728589e+02,2.744191533836912278e+00,5.996138572977075398e+01,5.990013090043633781e+01,1.365949900833002744e+02,4.475121771785781633e+00,8.722455022532662383e+01,5.943632685442284469e+01,1.400744704482348197e+02,3.024937838837619353e+00,5.106904711521986684e+01,5.925395874652915751e+01,1.405294287980960064e+02,2.825435163885558598e+00,5.971361459347982503e+01,5.945842522808409569e+01,1.424917374057913548e+02,1.000000000000000000e+00
